"name","brand_name","application_number","Action_Date","submission_class_code_description","New_Ind_in_Skin_Ca_Y_N","Indication_brief","Dz","N","substance_name","generic_name","manufacturer_name","marketing_status","reference_drug","product_number","dosage_form","route","strength","submission_number","submission_status","submission_type","submission_status_date","review_priority","submission_class_code","Subjects_Enrolled","Drug_Approval","BLA_NDA","Indication","Notes","Trial","Endpoint","END","Endpoint_shortened","EndpointNum","EE Var","EE Raw","Effect_Estimate","Major Efficacy Outcome Measure","Hazard_Ratio","Response_Rate","lb_95CI_proposed","lb_95CI","ub_95CI","Tool","Toolshort","ToolNum","Subm_Class_Skin_Confirmed_yes_no","NTE_Skin_confirmed","SingleArmNum_N_Y","RR_used_n_y","Placebo_Controlled_Trial","Comparator_Study_Placebo_Observation_or_Active_Comparator_N_Y","Regular_Approval","Accelerated_Approval","RANum","Mechanism","Mechanism_long","Mechanistic_Class","DESI_Drug","Other"
"CORTISONE ACETATE","CORTONE","NDA007750",1996-03-01,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","003","TABLET","ORAL","25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**","29","AP","SUPPL",1996-03-01,"STANDARD","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glucocorticoid","Glucocorticoid","Glucocorticoid",NA,NA
"CORTISONE ACETATE","CORTONE","NDA007110",1950-06-13,"Type 1 - New Molecular Entity","Yes","Mycosis Fungoides","CTCL",NA,"NULL","NULL","NULL","Discontinued","No","003","INJECTABLE","INJECTION","25MG/ML; 50MG/ML","1","AP","ORIG",1950-06-13,"PRIORITY","TYPE 1",NA,"Cortisone Acetate (CORTONE)","NDA007110","Mycosis Fungoides","DESI drug; data confirming efficacy as part of DESI has not been identified yet",NA,NA,"Missing",NA,NA,NA,"PI not available",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",1,NA,NA,NA,NA,"Yes","No","1","Glucocorticoid","Glucocorticoid","Glucocorticoid","Y","Injectable solutino"
"CORTISONE ACETATE","CORTONE","NDA007110",1979-08-15,"Labeling",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","No","003","INJECTABLE","INJECTION","25MG/ML; 50MG/ML","9","AP","SUPPL",1979-08-15,"PRIORITY","LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glucocorticoid","Glucocorticoid","Glucocorticoid",NA,NA
"CORTISONE ACETATE","CORTONE","NDA007110",1982-03-04,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","No","003","INJECTABLE","INJECTION","25MG/ML; 50MG/ML","12","AP","SUPPL",1982-03-04,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glucocorticoid","Glucocorticoid","Glucocorticoid",NA,NA
"CORTISONE ACETATE","CORTONE","NDA007110",1982-12-09,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","No","003","INJECTABLE","INJECTION","25MG/ML; 50MG/ML","14","AP","SUPPL",1982-12-09,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glucocorticoid","Glucocorticoid","Glucocorticoid",NA,NA
"CORTISONE ACETATE","CORTONE","NDA007110",1989-05-16,"Labeling",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","No","003","INJECTABLE","INJECTION","25MG/ML; 50MG/ML","15","AP","SUPPL",1989-05-16,"PRIORITY","LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glucocorticoid","Glucocorticoid","Glucocorticoid",NA,NA
"CORTISONE ACETATE","CORTONE","NDA007110",1993-08-26,"Labeling",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","No","003","INJECTABLE","INJECTION","25MG/ML; 50MG/ML","21","AP","SUPPL",1993-08-26,"PRIORITY","LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glucocorticoid","Glucocorticoid","Glucocorticoid",NA,NA
"CORTISONE ACETATE","CORTONE","NDA007110",1994-04-20,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","No","003","INJECTABLE","INJECTION","25MG/ML; 50MG/ML","20","AP","SUPPL",1994-04-20,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glucocorticoid","Glucocorticoid","Glucocorticoid",NA,NA
"CORTISONE ACETATE","CORTONE","NDA007110",1996-03-01,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","No","003","INJECTABLE","INJECTION","25MG/ML; 50MG/ML","23","AP","SUPPL",1996-03-01,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glucocorticoid","Glucocorticoid","Glucocorticoid",NA,NA
"COBIMETINIB FUMARATE","COTELLIC","NDA206192",2015-11-10,"Type 1 - New Molecular Entity","Yes","Unresectable or Metastatic Melanoma with a BRAF-Mutated Melanoma In Combination with Vemurafenib","Melanoma","495","COBIMETINIB FUMARATE","COBIMETINIB","Genentech, Inc.","Prescription","Yes","001","TABLET","ORAL","EQ 20MG BASE","1","AP","ORIG",2015-11-10,"PRIORITY","TYPE 1","495|
(T=247|
C=248)","Cobimetinib (COTELLIC®) In Combination with Vemurafenib (ZELBORAF®)","NDA206192","COTELLIC is a kinase inhibitor indicated for the treatment of patients with unresectable or metastatic melanoma with a BRAF V600E or V600K mutation, in combination with vemurafenib","There is a small discrepancy b/t the PFS data in the medical review and the first label d/t updated info. I went with the data from the label","A multicenter, randomized (1:1), double-blinded, placebo-controlled trial conducted in 495 patients with previously untreated, BRAF V600 mutation-positive, unresectable or metastatic, melanoma","Progression-Free Survival","PFS","Progression-Free Survival",2,"HR","12.3 vs. 7.2 mo","0.56000000000000005","HR: 0.56","HR: 0.56",NA,NA,NA,NA,"RECIST","RECIST","3","Yes",1,0,"0",1,1,"Yes","No","1","Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"COBIMETINIB FUMARATE","COTELLIC","NDA206192",2016-05-31,"Labeling",NA,NA,NA,NA,"COBIMETINIB FUMARATE","COBIMETINIB","Genentech, Inc.","Prescription","Yes","001","TABLET","ORAL","EQ 20MG BASE","1","AP","SUPPL",2016-05-31,"STANDARD","LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"COBIMETINIB FUMARATE","COTELLIC","NDA206192",2018-01-26,"Efficacy","Yes","Updates label to include OS data","Melanoma",NA,"COBIMETINIB FUMARATE","COBIMETINIB","Genentech, Inc.","Prescription","Yes","001","TABLET","ORAL","EQ 20MG BASE","2","AP","SUPPL",2018-01-26,"STANDARD","EFFICACY",NA,NA,NA,"Provides for updates to the Clinical Studies section of the package insert to include final overall survival data from Trial GO28141.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"COBIMETINIB FUMARATE","COTELLIC","NDA206192",2022-07-28,"Efficacy",NA,NA,NA,NA,"COBIMETINIB FUMARATE","COBIMETINIB","Genentech, Inc.","Prescription","Yes","001","TABLET","ORAL","EQ 20MG BASE","4","AP","SUPPL",2022-07-28,"PRIORITY","EFFICACY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"CYCLOPHOSPHAMIDE","CYTOXAN (LYOPHILIZED)","NDA012142",1959-11-16,"Type 2 - New Active Ingredient","Yes","Mycosis Fungoides","CTCL",NA,"NULL","NULL","NULL","Discontinued","Yes","008","INJECTABLE","INJECTION","1GM/VIAL; 2GM/VIAL; 100MG/VIAL; 200MG/VIAL; 500MG/VIAL;","1","AP","ORIG",1959-11-16,"PRIORITY","TYPE 2",NA,"Cyclophosphamide (Cytoxan)","NDA012142","Mycosis Fungoides","DESI drug; data confirming efficacy as part of DESI has not been identified yet",NA,NA,"Missing",NA,NA,NA,"Not available",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Yes","No","1","Alkylating Agent","Alkylating Agent","Cytotoxic Agent","Y","Solution"
"CYCLOPHOSPHAMIDE","CYTOXAN (LYOPHILIZED)","NDA012142",1976-01-13,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","008","INJECTABLE","INJECTION","1GM/VIAL; 2GM/VIAL; 100MG/VIAL; 200MG/VIAL; 500MG/VIAL;","25","AP","SUPPL",1976-01-13,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkylating Agent","Alkylating Agent","Cytotoxic Agent",NA,NA
"CYCLOPHOSPHAMIDE","CYTOXAN (LYOPHILIZED)","NDA012142",1976-06-10,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","008","INJECTABLE","INJECTION","1GM/VIAL; 2GM/VIAL; 100MG/VIAL; 200MG/VIAL; 500MG/VIAL;","29","AP","SUPPL",1976-06-10,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkylating Agent","Alkylating Agent","Cytotoxic Agent",NA,NA
"CYCLOPHOSPHAMIDE","CYTOXAN (LYOPHILIZED)","NDA012142",1976-11-01,"Labeling",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","008","INJECTABLE","INJECTION","1GM/VIAL; 2GM/VIAL; 100MG/VIAL; 200MG/VIAL; 500MG/VIAL;","30","AP","SUPPL",1976-11-01,NA,"LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkylating Agent","Alkylating Agent","Cytotoxic Agent",NA,NA
"CYCLOPHOSPHAMIDE","CYTOXAN (LYOPHILIZED)","NDA012142",1977-04-20,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","008","INJECTABLE","INJECTION","1GM/VIAL; 2GM/VIAL; 100MG/VIAL; 200MG/VIAL; 500MG/VIAL;","35","AP","SUPPL",1977-04-20,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkylating Agent","Alkylating Agent","Cytotoxic Agent",NA,NA
"CYCLOPHOSPHAMIDE","CYTOXAN (LYOPHILIZED)","NDA012142",1977-04-26,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","008","INJECTABLE","INJECTION","1GM/VIAL; 2GM/VIAL; 100MG/VIAL; 200MG/VIAL; 500MG/VIAL;","33","AP","SUPPL",1977-04-26,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkylating Agent","Alkylating Agent","Cytotoxic Agent",NA,NA
"CYCLOPHOSPHAMIDE","CYTOXAN (LYOPHILIZED)","NDA012142",1977-04-26,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","008","INJECTABLE","INJECTION","1GM/VIAL; 2GM/VIAL; 100MG/VIAL; 200MG/VIAL; 500MG/VIAL;","34","AP","SUPPL",1977-04-26,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkylating Agent","Alkylating Agent","Cytotoxic Agent",NA,NA
"CYCLOPHOSPHAMIDE","CYTOXAN (LYOPHILIZED)","NDA012142",1978-08-29,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","008","INJECTABLE","INJECTION","1GM/VIAL; 2GM/VIAL; 100MG/VIAL; 200MG/VIAL; 500MG/VIAL;","38","AP","SUPPL",1978-08-29,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkylating Agent","Alkylating Agent","Cytotoxic Agent",NA,NA
"CYCLOPHOSPHAMIDE","CYTOXAN (LYOPHILIZED)","NDA012142",1978-12-13,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","008","INJECTABLE","INJECTION","1GM/VIAL; 2GM/VIAL; 100MG/VIAL; 200MG/VIAL; 500MG/VIAL;","40","AP","SUPPL",1978-12-13,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkylating Agent","Alkylating Agent","Cytotoxic Agent",NA,NA
"CYCLOPHOSPHAMIDE","CYTOXAN (LYOPHILIZED)","NDA012142",1979-02-16,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","008","INJECTABLE","INJECTION","1GM/VIAL; 2GM/VIAL; 100MG/VIAL; 200MG/VIAL; 500MG/VIAL;","41","AP","SUPPL",1979-02-16,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkylating Agent","Alkylating Agent","Cytotoxic Agent",NA,NA
"CYCLOPHOSPHAMIDE","CYTOXAN (LYOPHILIZED)","NDA012142",1979-06-19,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","008","INJECTABLE","INJECTION","1GM/VIAL; 2GM/VIAL; 100MG/VIAL; 200MG/VIAL; 500MG/VIAL;","43","AP","SUPPL",1979-06-19,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkylating Agent","Alkylating Agent","Cytotoxic Agent",NA,NA
"CYCLOPHOSPHAMIDE","CYTOXAN (LYOPHILIZED)","NDA012142",1979-08-03,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","008","INJECTABLE","INJECTION","1GM/VIAL; 2GM/VIAL; 100MG/VIAL; 200MG/VIAL; 500MG/VIAL;","44","AP","SUPPL",1979-08-03,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkylating Agent","Alkylating Agent","Cytotoxic Agent",NA,NA
"CYCLOPHOSPHAMIDE","CYTOXAN (LYOPHILIZED)","NDA012142",1979-12-03,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","008","INJECTABLE","INJECTION","1GM/VIAL; 2GM/VIAL; 100MG/VIAL; 200MG/VIAL; 500MG/VIAL;","39","AP","SUPPL",1979-12-03,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkylating Agent","Alkylating Agent","Cytotoxic Agent",NA,NA
"CYCLOPHOSPHAMIDE","CYTOXAN (LYOPHILIZED)","NDA012142",1980-09-27,"Labeling",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","008","INJECTABLE","INJECTION","1GM/VIAL; 2GM/VIAL; 100MG/VIAL; 200MG/VIAL; 500MG/VIAL;","45","AP","SUPPL",1980-09-27,NA,"LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkylating Agent","Alkylating Agent","Cytotoxic Agent",NA,NA
"CYCLOPHOSPHAMIDE","CYTOXAN (LYOPHILIZED)","NDA012142",1981-03-21,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","008","INJECTABLE","INJECTION","1GM/VIAL; 2GM/VIAL; 100MG/VIAL; 200MG/VIAL; 500MG/VIAL;","46","AP","SUPPL",1981-03-21,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkylating Agent","Alkylating Agent","Cytotoxic Agent",NA,NA
"CYCLOPHOSPHAMIDE","CYTOXAN (LYOPHILIZED)","NDA012142",1981-10-13,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","008","INJECTABLE","INJECTION","1GM/VIAL; 2GM/VIAL; 100MG/VIAL; 200MG/VIAL; 500MG/VIAL;","50","AP","SUPPL",1981-10-13,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkylating Agent","Alkylating Agent","Cytotoxic Agent",NA,NA
"CYCLOPHOSPHAMIDE","CYTOXAN (LYOPHILIZED)","NDA012142",1981-11-16,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","008","INJECTABLE","INJECTION","1GM/VIAL; 2GM/VIAL; 100MG/VIAL; 200MG/VIAL; 500MG/VIAL;","48","AP","SUPPL",1981-11-16,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkylating Agent","Alkylating Agent","Cytotoxic Agent",NA,NA
"CYCLOPHOSPHAMIDE","CYTOXAN (LYOPHILIZED)","NDA012142",1981-12-11,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","008","INJECTABLE","INJECTION","1GM/VIAL; 2GM/VIAL; 100MG/VIAL; 200MG/VIAL; 500MG/VIAL;","47","AP","SUPPL",1981-12-11,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkylating Agent","Alkylating Agent","Cytotoxic Agent",NA,NA
"CYCLOPHOSPHAMIDE","CYTOXAN (LYOPHILIZED)","NDA012142",1982-07-28,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","008","INJECTABLE","INJECTION","1GM/VIAL; 2GM/VIAL; 100MG/VIAL; 200MG/VIAL; 500MG/VIAL;","52","AP","SUPPL",1982-07-28,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkylating Agent","Alkylating Agent","Cytotoxic Agent",NA,NA
"CYCLOPHOSPHAMIDE","CYTOXAN (LYOPHILIZED)","NDA012142",1982-08-30,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","008","INJECTABLE","INJECTION","1GM/VIAL; 2GM/VIAL; 100MG/VIAL; 200MG/VIAL; 500MG/VIAL;","54","AP","SUPPL",1982-08-30,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkylating Agent","Alkylating Agent","Cytotoxic Agent",NA,NA
"CYCLOPHOSPHAMIDE","CYTOXAN (LYOPHILIZED)","NDA012142",1983-03-15,"Labeling",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","008","INJECTABLE","INJECTION","1GM/VIAL; 2GM/VIAL; 100MG/VIAL; 200MG/VIAL; 500MG/VIAL;","56","AP","SUPPL",1983-03-15,NA,"LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkylating Agent","Alkylating Agent","Cytotoxic Agent",NA,NA
"CYCLOPHOSPHAMIDE","CYTOXAN (LYOPHILIZED)","NDA012142",1984-01-04,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","008","INJECTABLE","INJECTION","1GM/VIAL; 2GM/VIAL; 100MG/VIAL; 200MG/VIAL; 500MG/VIAL;","58","AP","SUPPL",1984-01-04,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkylating Agent","Alkylating Agent","Cytotoxic Agent",NA,NA
"CYCLOPHOSPHAMIDE","CYTOXAN (LYOPHILIZED)","NDA012142",1984-04-05,"Labeling",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","008","INJECTABLE","INJECTION","1GM/VIAL; 2GM/VIAL; 100MG/VIAL; 200MG/VIAL; 500MG/VIAL;","59","AP","SUPPL",1984-04-05,NA,"LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkylating Agent","Alkylating Agent","Cytotoxic Agent",NA,NA
"CYCLOPHOSPHAMIDE","CYTOXAN (LYOPHILIZED)","NDA012142",1984-05-24,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","008","INJECTABLE","INJECTION","1GM/VIAL; 2GM/VIAL; 100MG/VIAL; 200MG/VIAL; 500MG/VIAL;","64","AP","SUPPL",1984-05-24,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkylating Agent","Alkylating Agent","Cytotoxic Agent",NA,NA
"CYCLOPHOSPHAMIDE","CYTOXAN (LYOPHILIZED)","NDA012142",1984-06-14,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","008","INJECTABLE","INJECTION","1GM/VIAL; 2GM/VIAL; 100MG/VIAL; 200MG/VIAL; 500MG/VIAL;","55","AP","SUPPL",1984-06-14,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkylating Agent","Alkylating Agent","Cytotoxic Agent",NA,NA
"CYCLOPHOSPHAMIDE","CYTOXAN (LYOPHILIZED)","NDA012142",1984-06-14,"Labeling",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","008","INJECTABLE","INJECTION","1GM/VIAL; 2GM/VIAL; 100MG/VIAL; 200MG/VIAL; 500MG/VIAL;","63","AP","SUPPL",1984-06-14,NA,"LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkylating Agent","Alkylating Agent","Cytotoxic Agent",NA,NA
"CYCLOPHOSPHAMIDE","CYTOXAN (LYOPHILIZED)","NDA012142",1984-06-15,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","008","INJECTABLE","INJECTION","1GM/VIAL; 2GM/VIAL; 100MG/VIAL; 200MG/VIAL; 500MG/VIAL;","66","AP","SUPPL",1984-06-15,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkylating Agent","Alkylating Agent","Cytotoxic Agent",NA,NA
"CYCLOPHOSPHAMIDE","CYTOXAN (LYOPHILIZED)","NDA012142",1984-07-18,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","008","INJECTABLE","INJECTION","1GM/VIAL; 2GM/VIAL; 100MG/VIAL; 200MG/VIAL; 500MG/VIAL;","67","AP","SUPPL",1984-07-18,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkylating Agent","Alkylating Agent","Cytotoxic Agent",NA,NA
"CYCLOPHOSPHAMIDE","CYTOXAN (LYOPHILIZED)","NDA012142",1984-08-20,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","008","INJECTABLE","INJECTION","1GM/VIAL; 2GM/VIAL; 100MG/VIAL; 200MG/VIAL; 500MG/VIAL;","65","AP","SUPPL",1984-08-20,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alkylating Agent","Alkylating Agent","Cytotoxic Agent",NA,NA
